Region	Source	2MASS/SSTc2d	RA	Dec	EDR3_plx	EDR3_err_plx	EDR3_dist_pc	EDR3_RUWE	EDR3_Dist_PPVII	PM_EDR3_mas	Disk	Disk_Flag	Observatory	Freq_GHz	Wavelength	Beam_arcsec	RMS_mJy/beam	Survey_Ref	Flux_mJy	eFlux_mJy	Flux_mJy_Standardized	Mdust_Mearth_Standardized	Standardized_Mdust_Mearth	Size_as	eSize_as	H20_lR68	H20_R68_arcsec	H20_R68_au_DR3							Notes	Object	dist_xs	SpT_xs	Teff_xs	Av_xs	Lstar_xs	logLacc_xs	Mstar_B15_xs	logMacc_B15_xs	Mstar_S00_xs	logMacc_S00_xs	Notes_xs	ref_xs	Source_check	Teff_HH14	Lstar_xs_DR3	logLacc_xs_DR3	Mstar_B15_xs_DR3	logMacc_B15_xs_DR3	Mstar_S00_xs_DR3	logMacc_S00_xs_DR3	Mstar_Fei_xs_DR3	logMacc_Fei_xs_DR3	Mstar_PPVII	logMacc_PPVII	notes_Macc_PPVII	dist_PPVII
Lupus	Sz91	J16071159-3903475	16:07:11.575	-39:03:47.827	6.2738	0.0285	159.39	1.139	159.39	[-10.003, -22.776]	TD	1	[ALMA, ALMA]	[350, 225.66]	[??, 1.33]	[0.34x0.28, 0.25x0.24]	[0.06, 0.10]	[Tsukagoshi+2019, Ansdell+2018]	[45.20, 9.52]	[0.50, 0.44]	[45.20, 9.52]	[10.89, 7.27]	7.27	[1.185, 0.77]	[0.002, 0.02]	--	--	#VALUE!							Sizes in Tsukagoshi+2019 and Francis+2020	Sz91	159.06	M1	3705	1.2	0.2	-2	0.51	-9.07	0.46	-9.03	td,	Alcala+14,17,19	Sz91	3720	0.2	-1.998	0.52	-9.081	0.4675	-9.035	0.53	-9.09	0.52	-9.081	--	159.39
Lupus	J16073773-3921388	J16073773-3921388	16:07:37.710	-39:21:39.116	6.1559	0.1133	162.45	1.079	162.45	[-10.454, -23.298]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.23, 0.10]	[Ansdell+2016, Ansdell+2018]	[1.91, 0.55]	[0.18, 0.09]	[1.91, 0.55]	[0.53, 0.44]	0.44	[, ]	[, ]	<	0.5	81.225								Lup713	174.4	M5.5	3057	0	0.02	-3.62	0.11	-10.4	0.1	-10.38	,	Alcala+14,17,19	J16073773-3921388	2920	0.017	-3.681	0.067	-10.19	nan	nan	0.09	-10.32	0.067	-10.19	--	162.45
Lupus	Sz95	J16075230-3858059	16:07:52.293	-38:58:06.446	6.2317	0.0279	160.47	1.237	160.47	[-10.607, -23.425]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.25, 0.11]	[Ansdell+2016, Ansdell+2018]	[4.08, 1.80]	[0.18, 0.14]	[4.08, 1.80]	[1.10, 1.39]	1.39	[, ]	[, ]	<	0.13	20.8611								Sz95	158.17	M3	3415	0.8	0.26	-2.7	0.29	-9.4	0.32	-9.44	,	Alcala+14,17,19	Sz95	3410	0.267	-2.687	0.291	-9.381	0.3174	-9.418	0.3	-9.4	0.291	-9.381	--	160.47
Lupus	J16075475-3915446	J16075475-3915446	16:07:54.760	-39:15:44.811	--	--	--	--	158	[, ]	F	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.33, 0.10]	[Ansdell+2016, Ansdell+2018]	[2.55, 0.49]	[0.46, 0.09]	[2.55, 0.49]	[0.67, 0.37]	0.37	[, ]	[, ]	<	0.69	109.02								J16075475-3915446	--	--	--	--	--	--	--	--	--	--		--	J16075475-3915446	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	J16080017-3902595	J16080017-3902595	16:08:00.157	-39:02:59.883	6.2060	0.0614	161.13	1.095	161.13	[-10.655, -23.481]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.21, 0.10]	[Ansdell+2016, Ansdell+2018]	[3.01, 1.23]	[0.17, 0.09]	[3.01, 1.23]	[0.82, 0.96]	0.96	[, ]	[, ]	<	0.28	45.1164								Lup604s	159.89	M5.5	3057	0	0.04	-3.89	0.12	-10.56	0.11	-10.51	,	Alcala+14,17,19	J16080017-3902595	2920	0.04	-3.883	0.077	-10.27	0.1	-10.38	0.09	-10.34	0.077	-10.27	--	161.13
Lupus	J16080175-3912316	J16080175-3912316	16:08:01.750	-39:12:31.600	--	--	--	--	158	[, ]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.34, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.28, -0.04]	[0.26, 0.09]	[<0.78, <0.27]	[<0.20, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								J16080175-3912316	--	--	--	--	--	--	--	--	--	--		--	J16080175-3912316	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	Sz96	J16081263-3908334	16:08:12.615	-39:08:33.835	6.4113	0.0199	155.97	1.045	155.97	[-10.251, -23.369]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.24, 0.10]	[Ansdell+2016, Ansdell+2018]	[4.08, 1.42]	[0.28, 0.09]	[4.08, 1.42]	[1.04, 1.04]	1.04	[, ]	[, ]	<	0.13	20.2761								Sz96	156.55	M1	3705	0.8	0.42	-2.51	0.45	-9.37	0.46	-9.38	,	Alcala+14,17,19	Sz96	3720	0.416	-2.513	0.463	-9.387	0.4749	-9.398	0.46	-9.39	0.463	-9.387	--	155.98
Lupus	J16081497-3857145	J16081497-3857145	16:08:14.960	-38:57:14.910	6.6301	0.6582	150.83	1.593	150.83	[-10.408, -28.088]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.25, 0.10]	[Ansdell+2016, Ansdell+2018]	[8.32, 3.40]	[0.30, 0.15]	[8.32, 3.40]	[1.98, 2.32]	2.32	[, ]	[, ]	--	0.11	16.5913								J16081497-3857145	158.5	M5.5	3060	1.5	0.01	-3.6	0.1	-10.6	0.11	-10.6	,	Alcala+14,17,19	J16081497-3857145	2920	0.009	-3.643	0.065	-10.28	nan	nan	nan	nan	0.065	-10.28	--	150.83
Lupus	Sz97	J16082180-3904214	16:08:21.787	-39:04:21.860	6.3556	0.0262	157.34	1.130	157.34	[-9.028, -23.997]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.23, 0.10]	[Ansdell+2016, Ansdell+2018]	[4.64, 1.97]	[0.18, 0.09]	[4.64, 1.97]	[1.20, 1.47]	1.47	[, ]	[, ]	<	0.09	14.1606								Sz97	157.75	M4	3270	0	0.11	-3.11	0.24	-9.88	0.23	-9.85	,	Alcala+14,17,19	Sz97	3190	0.109	-3.112	0.195	-9.769	0.2	-9.778	0.18	-9.72	0.195	-9.769	--	157.34
Lupus	Sz98	J16082249-3904464	16:08:22.479	-39:04:46.857	6.3990	0.0233	156.27	1.619	156.27	[-9.622, -24.495]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.51, 0.10]	[Ansdell+2016, Ansdell+2018]	[237.29, 103.35]	[1.42, 0.63]	[237.29, 103.35]	[60.55, 75.85]	75.85	[, 0.95]	[, 0.02]	--	0.82	128.1414								Sz98	156.22	K7	4060	1	1.53	-0.71	0.67	-7.54	0.74	-7.59	,	Alcala+14,17,19	Sz98	4020	1.53	-0.709	0.639	-7.509	0.705	-7.551	0.55	-7.44	0.55	-7.44	--	156.27
Lupus	Sz99	J16082404-3905494	16:08:24.040	-39:05:49.400	6.3175	0.0429	158.29	1.114	158.29	[-9.155, -23.676]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.22, 0.10]	[Ansdell+2016, Ansdell+2018]	[-0.04, -0.23]	[0.18, 0.09]	[<0.54, <0.27]	[<0.14, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								Sz99	159.03	M4	3270	0	0.05	-2.8	0.23	-9.73	0.19	-9.65	,	Alcala+14,17,19	Sz99	3190	0.049	-2.804	0.184	-9.607	0.1725	-9.578	0.16	-9.56	0.184	-9.607	--	158.29
Lupus	Sz100	J16082576-3906011	16:08:25.747	-39:06:01.601	7.0902	0.1315	141.04	3.882	158	[-10.260, -22.159]	TD	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.30, 0.13]	[Ansdell+2016, Ansdell+2018]	[54.85, 21.71]	[0.58, 0.29]	[54.85, 21.71]	[14.31, 16.29]	16.29	[, 0.41]	[, 0.01]	--	0.26	41.08								Sz100	136.94	M5.5	3057	0	0.08	-3.33	0.14	-9.87	0.14	-9.87	td,	Alcala+14,17,19	Sz100	2920	0.106	-3.205	0.13	-9.614	0.1024	-9.51	0.11	-9.54	0.13	-9.614	--	158.5
Lupus	J160828.1-391310	J160828.1-391310	16:08:28.100	-39:13:10.000	5.8895	0.1966	169.79	1.072	169.79	[-14.586, -21.087]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.24, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.23, 0.00]	[0.18, 0.09]	[<0.54, <0.27]	[<0.16, <0.23]	<0.23	[, ]	[, ]	--	--	#VALUE!								Lup607	175.25	M6.5	2935	0	0.05	-5.01	0.09	-11.42	0.1	-11.46	,a	Alcala+14,17,19	J160828.1-391310	2815	0.046	-5.037	0.07	-11.32	nan	nan	nan	nan	0.07	-11.32	<	169.79
Lupus	Sz102	J16082972-3903110	16:08:29.725	-39:03:11.409	1.4371	0.4857	695.85	5.179	158	[-5.596, -22.511]	II	1	[ALMA, ALMA]	[??, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.34, 0.08]	[Sanchis+2019, Ansdell+2018]	[14.69, 6.20]	[??, 0.30]	[14.69, 6.20]	[3.83, 4.65]	4.65	[, ]	[, ]	--	--	#VALUE!								Sz102	158.5	K2	4900	0.7	0.01	-2.2	nan	nan	nan	nan	sl,c	Alcala+14,17,19	Sz102	4710	0.009	-2.202	nan	nan	nan	nan	nan	nan	nan	nan	SL	158.5
Lupus	Sz103	J16083026-3906111	16:08:30.254	-39:06:11.538	6.3632	0.0417	157.15	1.196	157.15	[-9.166, -23.301]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.24, 0.10]	[Ansdell+2016, Ansdell+2018]	[11.54, 4.76]	[0.28, 0.13]	[11.54, 4.76]	[2.98, 3.53]	3.53	[, ]	[, ]	--	0.09	14.1435								Sz103	159.5	M4	3270	0.7	0.12	-2.6	0.23	-9.33	0.24	-9.34	,	Alcala+14,17,19	Sz103	3190	0.116	-2.612	0.193	-9.251	0.2	-9.265	0.18	-9.22	0.193	-9.251	--	157.15
Lupus	J16083070-3828268	J16083070-3828268	16:08:30.687	-38:28:27.280	6.5180	0.0305	153.42	1.941	158	[-9.891, -25.283]	TD	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.48, 0.15]	[Ansdell+2016, Ansdell+2018]	[135.31, 38.76]	[1.12, 0.32]	[135.31, 38.76]	[35.29, 29.08]	29.08	[, ]	[, ]	--	0.57	90.06								J16083070-3828268	156.12	K2	4900	0.2	1.84	-2.02	nan	nan	1.53	-9.32	td,a	Alcala+14,17,19	J16083070-3828268	4710	1.884	-2.009	1.399	-9.241	1.5449	-9.284	1.27	-9.2	1.27	-9.2	<	158.5
Lupus	Sz104	J16083081-3905488	16:08:30.798	-39:05:49.238	6.2574	0.0416	159.81	1.153	159.81	[-8.931, -24.411]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.25, 0.10]	[Ansdell+2016, Ansdell+2018]	[3.15, 1.07]	[0.19, 0.09]	[3.15, 1.07]	[0.84, 0.82]	0.82	[, ]	[, ]	<	0.26	41.5506								Sz104	165.46	M5	3125	0	0.07	-3.36	0.16	-10.03	0.16	-10	,	Alcala+14,17,19	Sz104	2980	0.065	-3.39	0.108	-9.844	0.105	-9.829	0.09	-9.76	0.108	-9.844	--	159.81
Lupus	J160831.1-385600	J160831.1-385600	16:08:31.100	-38:56:00.000	--	--	--	--	158	[, ]	F	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.32, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.25, -0.16]	[0.26, 0.09]	[<0.78, <0.27]	[<0.20, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								J160831.1-385600	--	--	--	--	--	--	--	--	--	--		--	J160831.1-385600	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	V856Sco	J16083427-3906181	16:08:34.274	-39:06:18.737	6.3057	0.0340	158.59	1.283	158.59	[-9.068, -23.030]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.36, 0.12]	[Ansdell+2016, Ansdell+2018]	[55.81, 23.03]	[0.28, 0.11]	[55.81, 23.03]	[14.67, 17.41]	17.41	[, ]	[, ]	--	--	#VALUE!								V856Sco	--	--	--	--	--	--	--	--	--	--		--	V856Sco	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	V1094Sco	J16083617-3923024	16:08:36.160	-39:23:02.879	6.4615	0.0318	154.76	2.068	158	[-9.980, -23.255]	II	1	[ALMA, ALMA]	[??, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.37, 0.09]	[Sanchis+2019, Ansdell+2018]	[553.17, 180.00]	[??, 7.00]	[553.17, 180.00]	[144.29, 135.05]	135.05	[, 1.67]	[, 0.1]	--	--	#VALUE!								SSTc2dJ160836.2-392302/V1094 Sco	154	K6	4205	1.7	1.15	-1.03	0.83	-8.04	0.92	-8.09	,	Alcala+14,17,19	V1094Sco	4115	1.21	-1.007	0.734	-7.938	0.795	-7.972	0.64	-7.88	0.64	-7.88	--	158
Lupus	Sz106	J16083976-3906253	16:08:39.743	-39:06:25.701	6.3006	0.0306	158.72	1.141	158.72	[-11.010, -23.555]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.26, 0.10]	[Ansdell+2016, Ansdell+2018]	[1.99, 0.71]	[0.20, 0.09]	[1.99, 0.71]	[0.52, 0.54]	0.54	[, ]	[, ]	--	--	#VALUE!								Sz106	161.67	M0.5	3777	1	0.06	-2.68	0.57	-10.07	0.49	-10	sl,	Alcala+14,17,19	Sz106	3810	0.057	-2.695	0.551	-10.09	0.5099	-10.06	0.55	-10.09	0.551	-10.09	SL	158.71
Lupus	Sz108B	J160842.9-390615	16:08:42.870	-39:06:15.039	6.2027	0.0631	161.22	1.211	161.22	[-10.679, -21.777]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.26, 0.11]	[Ansdell+2016, Ansdell+2018]	[26.77, 11.88]	[0.34, 0.19]	[26.77, 11.88]	[7.27, 9.28]	9.28	[, ]	[, ]	--	--	#VALUE!								Sz108B	168.99	M5	3125	1.6	0.11	-3.05	0.17	-9.62	0.18	-9.65	,	Alcala+14,17,19	Sz108B	2980	0.1	-3.09	0.124	-9.512	0.1225	-9.504	0.11	-9.44	0.124	-9.512	--	161.22
Lupus	J16084940-3905393	J16084940-3905393	16:08:49.382	-39:05:39.825	6.2427	0.0955	160.19	1.150	160.19	[-10.201, -23.536]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.21, 0.10]	[Ansdell+2016, Ansdell+2018]	[1.70, 0.69]	[0.17, 0.09]	[1.70, 0.69]	[0.46, 0.53]	0.53	[, ]	[, ]	<	0.76	121.7444								Par-Lup3-3	159.3	M4	3270	2.2	0.15	-3.1	0.23	-9.77	0.24	-9.79	,	Alcala+14,17,19	J16084940-3905393	3190	0.151	-3.095	0.189	-9.666	0.2125	-9.717	0.18	-9.65	0.189	-9.666	--	160.19
Lupus	V1192Sco	J16085143-3905304	16:08:51.425	-39:05:30.890	6.7980	0.4753	147.10	1.263	147.10	[-7.756, -24.123]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.24, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.91, 0.35]	[0.19, 0.09]	[0.91, 0.35]	[0.21, 0.23]	0.23	[, ]	[, ]	--	--	#VALUE!								V1192Sco	--	--	--	--	--	--	--	--	--	--		--	V1192Sco	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	Sz110	J16085157-3903177	16:08:51.553	-39:03:18.087	6.3496	0.0238	157.49	1.346	157.49	[-9.508, -23.275]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.23, 0.11]	[Ansdell+2016, Ansdell+2018]	[15.40, 7.37]	[0.29, 0.17]	[15.40, 7.37]	[3.99, 5.49]	5.49	[, ]	[, ]	--	0.1	15.749								Sz110	159.51	M4	3270	0	0.18	-2.2	0.23	-8.84	0.25	-8.88	,	Alcala+14,17,19	Sz110	3190	0.175	-2.211	0.189	-8.751	0.2175	-8.811	0.19	-8.75	0.189	-8.751	--	157.49
Lupus	J16085324-3914401	J16085324-3914401	16:08:53.227	-39:14:40.553	6.1349	0.0485	163.00	1.141	163.00	[-10.514, -23.799]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.23, 0.11]	[Ansdell+2016, Ansdell+2018]	[19.57, 7.98]	[0.28, 0.15]	[19.57, 7.98]	[5.43, 6.37]	6.37	[, ]	[, ]	--	0.08	13.04								J16085324-3914401	167.71	M3	3415	1.9	0.21	-3.25	0.29	-10	0.31	-10.02	,	Alcala+14,17,19	J16085324-3914401	3410	0.198	-3.274	0.291	-10.03	0.31	-10.06	0.31	-10.06	0.291	-10.03	--	163
Lupus	J16085373-3914367	J16085373-3914367	16:08:53.725	-39:14:37.170	6.7242	2.0758	148.72	1.322	148.72	[-10.112, -22.088]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.20, 0.10]	[Ansdell+2016, Ansdell+2018]	[3.17, 1.04]	[0.19, 0.09]	[3.17, 1.04]	[0.73, 0.69]	0.69	[, ]	[, ]	<	0.17	25.2824								J16085373-3914367	200	M5.5	3060	4	0.0066	-3.7	0.09	-10.58	--	--	,b	Alcala+14,17,19	J16085373-3914367	2920	0.003	-3.957	0.068	-10.81	nan	nan	0.09	-10.94	0.068	-10.81	--	148.72
Lupus	Sz111	J16085468-3937431	16:08:54.671	-39:37:43.528	6.3145	0.0205	158.37	1.300	158.37	[-9.676, -22.674]	TD	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.33, 0.13]	[Ansdell+2016, Ansdell+2018]	[179.39, 60.29]	[0.98, 0.49]	[179.39, 60.29]	[47.01, 45.44]	45.44	[, 0.67]	[, 0.01]	--	0.46	72.8502								Sz111	158.33	M1	3705	0	0.21	-2.4	0.51	-9.47	0.45	-9.42	td,	Alcala+14,17,19	Sz111	3720	0.21	-2.399	0.52	-9.473	0.4675	-9.426	0.53	-9.48	0.52	-9.473	--	158.37
Lupus	J16085529-3848481	J16085529-3848481	16:08:55.275	-38:48:48.551	6.4262	0.0893	155.61	1.042	155.61	[-10.915, -23.594]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.26, 0.10]	[Ansdell+2016, Ansdell+2018]	[1.81, 0.71]	[0.18, 0.09]	[1.81, 0.71]	[0.46, 0.52]	0.52	[, ]	[, ]	--	--	#VALUE!								J16085529-3848481	157.52	M6.5	2935	0	0.05	-4.31	0.09	-10.72	0.1	-10.78	,	Alcala+14,17,19	J16085529-3848481	2815	0.048	-4.32	0.071	-10.6	nan	nan	nan	nan	0.071	-10.6	--	155.61
Lupus	Sz112	J16085553-3902339	16:08:55.513	-39:02:34.359	6.2774	0.0300	159.30	1.091	159.30	[-10.061, -24.248]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.21, 0.10]	[Ansdell+2016, Ansdell+2018]	[3.89, 1.45]	[0.17, 0.09]	[3.89, 1.45]	[1.03, 1.11]	1.11	[, ]	[, ]	<	0.1	15.93								Sz112	160.27	M5	3125	0	0.12	-3.39	0.17	-9.94	0.18	-9.98	td,	Alcala+14,17,19	Sz112	2980	0.118	-3.395	0.136	-9.82	0.135	-9.814	0.12	-9.76	0.136	-9.82	--	159.3
Lupus	Sz113	J16085780-3902227	16:08:57.786	-39:02:23.260	6.2294	0.0536	160.53	1.269	160.53	[-9.748, -23.218]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.22, 0.10]	[Ansdell+2016, Ansdell+2018]	[22.35, 10.46]	[0.27, 0.16]	[22.35, 10.46]	[6.02, 8.10]	8.1	[, ]	[, ]	--	0.08	12.8424								Sz113	163.24	M4.5	3197	1	0.04	-2.28	0.19	-9.12	0.17	-9.09	,	Alcala+14,17,19	Sz113	3085	0.038	-2.294	0.136	-8.99	0.1174	-8.926	0.12	-8.92	0.136	-8.99	--	160.53
Lupus	J16085828-3907355	J16085828-3907355	16:08:58.270	-39:07:35.500	--	--	--	--	158	[, ]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.31, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.16, 0.01]	[0.25, 0.09]	[<0.75, <0.27]	[<0.20, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								J16085828-3907355	--	--	--	--	--	--	--	--	--	--		--	J16085828-3907355	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	J16085834-3907491	J16085834-3907491	16:08:58.300	-39:07:49.400	--	--	--	--	158	[, ]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.34, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.04, 0.00]	[0.26, 0.09]	[<0.78, <0.27]	[<0.20, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								J16085834-3907491	--	--	--	--	--	--	--	--	--	--		--	J16085834-3907491	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	J16090141-3925119	J16090141-3925119	16:09:01.400	-39:25:12.375	6.2816	0.0472	159.20	1.402	159.20	[-9.824, -23.805]	TD	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.30, 0.11]	[Ansdell+2016, Ansdell+2018]	[17.50, 5.53]	[0.68, 0.41]	[17.50, 5.53]	[4.63, 4.21]	4.21	[, ]	[, ]	--	0.49	78.008								SSTc2d160901.4-392512	164.31	M4	3270	0.5	0.1	-3.17	0.23	-9.95	0.23	-9.93	,	Alcala+14,17,19	J16090141-3925119	3190	0.093	-3.197	0.198	-9.893	0.1975	-9.891	0.18	-9.84	0.198	-9.893	--	159.2
Lupus	Sz114	J16090185-3905124	16:09:01.831	-39:05:12.805	6.3792	0.0231	156.76	1.455	156.76	[-9.518, -24.035]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.32, 0.11]	[Ansdell+2016, Ansdell+2018]	[96.41, 41.45]	[0.41, 0.25]	[96.41, 41.45]	[24.75, 30.61]	30.61	[, ]	[, ]	--	0.27	42.3252								Sz114	162.25	M4.8	3175	0.3	0.21	-2.68	0.19	-9.17	0.22	-9.25	,	Alcala+14,17,19	Sz114	3022	0.196	-2.709	nan	nan	0.17	-9.132	0.16	-9.1	0.16	-9.1	--	156.76
Lupus	Sz115	J16090621-3908518	16:09:06.210	-39:08:51.800	6.4176	0.0380	155.82	1.517	155.82	[-11.225, -24.055]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.24, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.29, -0.20]	[0.18, 0.09]	[<0.54, <0.27]	[<0.14, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								Sz115	157.91	M4.5	3197	0.5	0.11	-2.91	0.2	-9.57	0.2	-9.57	,	Alcala+14,17,19	Sz115	3085	0.107	-2.921	0.153	-9.448	0.1624	-9.473	0.13	-9.39	0.153	-9.448	--	155.82
Lupus	J16091644-3904438	J16091644-3904438	16:09:16.430	-39:04:43.700	--	--	--	--	158	[, ]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.34, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.24, 0.08]	[0.26, 0.10]	[<0.78, <0.30]	[<0.20, <0.23]	<0.23	[, ]	[, ]	--	--	#VALUE!								J16091644-3904438	--	--	--	--	--	--	--	--	--	--		--	J16091644-3904438	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	J16092032-3904015	J16092032-3904015	16:09:20.300	-39:04:01.600	--	--	--	--	158	[, ]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.34, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.13, -0.05]	[0.24, 0.09]	[<0.72, <0.27]	[<0.19, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								J16092032-3904015	--	--	--	--	--	--	--	--	--	--		--	J16092032-3904015	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	J16092317-3904074	J16092317-3904074	16:09:23.150	-39:04:07.400	--	--	--	--	158	[, ]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.34, 0.10]	[Ansdell+2016, Ansdell+2018]	[0.25, 0.01]	[0.26, 0.09]	[<0.78, <0.27]	[<0.20, <0.20]	<0.20	[, ]	[, ]	--	--	#VALUE!								J16092317-3904074	--	--	--	--	--	--	--	--	--	--		--	J16092317-3904074	-99	-99	-99	-99	--	-99	--	-99	-99	-99	-99	--	-99
Lupus	J16092697-3836269	J16092697-3836269	16:09:26.967	-38:36:27.324	6.2817	0.0666	159.19	1.100	159.19	[-9.252, -22.947]	II	1	[ALMA, ALMA]	[335.8, 225.66]	[0.890, 1.33]	[0.34x0.28, 0.25x0.24]	[0.35, 0.10]	[Ansdell+2016, Ansdell+2018]	[3.89, 1.76]	[0.27, 0.15]	[3.89, 1.76]	[1.03, 1.34]	1.34	[, ]	[, ]	--	--	#VALUE!								SSTc2dJ160927.0-383628	159.35	M4.5	3200	2.2	0.07	-1.5	0.2	-8.25	0.19	-8.23	,	Alcala+14,17,19	J16092697-3836269	3085	0.069	-1.5	0.149	-8.108	0.14	-8.08	0.13	-8.04	0.149	-8.108	--	159.19
